Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: AI safety publications,Publications: Large language model publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
Incyte,2366,United States,https://www.incyte.com/,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,Incyte is a drug discovery and development company which hopes to build a proprietary product pipeline of novel small molecule drugs.,crunchbase,https://www.crunchbase.com/organization/incyte,2024-05-16,15,-50.0,1.1,1,876,13,0,0,0,0,1349,0,,0.0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,81,Wilmington,Delaware,https://parat.eto.tech/company/2366-incyte
Rollins,2480,United States,http://www.rollins.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,"Rollins, Inc. is a premier North American consumer and commercial services company. Through its wholly owned subsidiaries.",crunchbase,https://www.crunchbase.com/organization/rollins,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,Atlanta,Georgia,https://parat.eto.tech/company/2480-rollins
Match Group,6971,United States,https://mtch.com/,S&P 500,,North America,Mature,Unknown,"Match Group is an American internet and technology company headquartered in Dallas, Texas. It owns and operates the largest global portfolio of popular online dating services including Tinder, Match.com, Meetic, OkCupid, Hinge, Plenty of Fish, OurTime, and other dating global brands. The company was owned by IAC until July 2020 when Match Group was spun off as a separate, public company. As of 2019, the company had 9.3 million subscribers, of which 4.6 million were in North America. Japan is the company's second largest market, after the United States.",wikipedia,https://en.wikipedia.org/wiki/Match_Group,2024-06-04,1,,20.0,0,0,1,0,0,0,0,5,0,,0.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,80,Dallas,Texas,https://parat.eto.tech/company/6971-match-group
Vulcan Materials,2532,United States,https://www.vulcanmaterials.com/,S&P 500,,North America,Mature,Mineral Resources,"Vulcan Materials Company is the nation’s largest producer of construction aggregates, primarily crushed stone, sand and gravel.",crunchbase,https://www.crunchbase.com/organization/vulcan-materials-company,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,79,Birmingham,Alabama,https://parat.eto.tech/company/2532-vulcan-materials
Nordson Corporation,6974,United States,https://www.nordson.com/en,S&P 500,,North America,Mature,Unknown,"Nordson Corporation is an American multinational corporation that designs and manufactures dispensing equipment for consumer and industrial adhesives, sealants and coatings. The company also manufactures equipment used in the testing and inspection of electronic components, technology-based systems for curing and surface treatment processes as well as medical devices and component technologies. The company is headquartered in Westlake, Ohio, and has direct operations and sales-support offices in approximately 30 countries.",wikipedia,https://en.wikipedia.org/wiki/Nordson_Corporation,2024-06-04,1,-100.0,1.5,0,9,0,0,0,0,0,65,3,-100.0,0.8,1,363,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,3,1,0,0,0,2,0,0,0,5,79,Westlake,Ohio,https://parat.eto.tech/company/6974-nordson-corporation
Lamb Weston Holdings,2392,United States,https://www.lambweston.com/,S&P 500,,North America,Mature,Food & Beverages,A produces and distributes frozen potato products to restaurants and consumers in the United States and internationally.,crunchbase,https://www.crunchbase.com/organization/conagra-foods-lamb-weston,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,78,Eagle,Idaho,https://parat.eto.tech/company/2392-lamb-weston-holdings
CF Industries Holdings,2254,United States,https://www.cfindustries.com/,S&P 500,,North America,Mature,Chemicals,"CF Industries, a global leader in nitrogen fertilizer manufacturing and distribution",crunchbase,https://www.crunchbase.com/organization/cf-industries-holdings,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,Deerfield,Illinois,https://parat.eto.tech/company/2254-cf-industries-holdings
Prologis,2463,United States,https://www.prologis.com/,S&P 500,,North America,Mature,Real Estate,"Prologis is an owner, operator, and developer of industrial real estate, logistics, and supply chain.",crunchbase,https://www.crunchbase.com/organization/prologis,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,77,San Francisco,California,https://parat.eto.tech/company/2463-prologis
Royal Caribbean Cruises,2483,United States,https://www.royalcaribbean.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,Royal Caribbean Cruises is a global cruise vacation company that owns and operates global brands for leisure & travel .,crunchbase,https://www.crunchbase.com/organization/royal-caribbean-cruises-2,2024-05-16,0,,0.0,0,0,0,0,0,0,0,42,3,100.0,7.1,2,42,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,76,Miami,Florida,https://parat.eto.tech/company/2483-royal-caribbean-cruises
NVR,2441,United States,http://www.nvrinc.com/,S&P 500,,North America,Mature,Cyclical Consumer Products,"NVR, Inc. (NVR) is a homebuilder in the United States.",crunchbase,https://www.crunchbase.com/organization/nvr,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,76,Reston,Virginia,https://parat.eto.tech/company/2441-nvr
Pool Corporation,3091,United States,https://www.poolcorp.com/,S&P 500,,North America,Mature,Cyclical Consumer Products,POOLCORP leads the pack as the world's largest wholesale distributor of swimming pool supplies,crunchbase,https:// https://www.crunchbase.com/organization/pool-corporation,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,75,Covington,Louisiana,https://parat.eto.tech/company/3091-pool-corporation
Brown & Brown,6943,United States,https://www.bbinsurance.com/,S&P 500,,North America,Mature,Unknown,"Brown & Brown, Inc. (Brown & Brown Insurance) is an insurance brokerage firm, specialising in risk management. Headquartered in Daytona Beach, Florida, Brown & Brown has 450+ locations worldwide.",wikipedia,https://en.wikipedia.org/wiki/Brown_%26_Brown,2024-06-04,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,74,Daytona Beach,Florida,https://parat.eto.tech/company/6943-brown-brown
Broadridge Financial Solutions,2237,United States,https://www.broadridge.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,"Broadridge is a provider of investor communications and technology solutions for broker dealers, banks, mutual funds and corporate issuers.",crunchbase,https://www.crunchbase.com/organization/broadridge,2024-05-16,7,0.0,38.9,1,250,0,2,0,1,0,18,6,,50.0,2,12,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,Lake Success,New York,https://parat.eto.tech/company/2237-broadridge-financial-solutions
Monolithic Power Systems,6973,United States,https://www.monolithicpower.com/,S&P 500,,North America,Mature,Unknown,"Monolithic Power Systems, Inc. is an American, publicly traded company headquartered in Kirkland, Washington. It operates in more than 15+ locations worldwide.",wikipedia,https://en.wikipedia.org/wiki/Monolithic_Power_Systems,2024-06-04,1,,1.7,0,0,0,0,0,0,0,58,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,Kirkland,Washington,https://parat.eto.tech/company/6973-monolithic-power-systems
Cambricon,52,China,http://www.cambricon.com/,,,Asia,Mature,Software & IT Services,"Cambricon Technologies builds core processor chips for intelligent cloud servers, intelligent terminals, and intelligent robots.",crunchbase,https://www.crunchbase.com/organization/cambricon-technologies,2024-05-16,29,73.33333333333334,59.2,12,370,8,2,2,1,2,49,1049,69.00409324543138,69.8,653,1503,0,0,13,0,0,0,0,0,2,2,0,0,2,681,0,3,3,41,0,10,40,11,1,3,1,2,1,0,19,8,70,Beijing,Beijing ,https://parat.eto.tech/company/52-cambricon
Las Vegas Sands,2393,United States,https://www.sands.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,Sands is a developer of mobile applications. They have been developing applications regarding Travel for providing,crunchbase,https://www.crunchbase.com/organization/las-vegas-sands,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,Las Vegas,Nevada,https://parat.eto.tech/company/2393-las-vegas-sands
MORSE,6927,United States,https://www.morsecorp.com/,,,North America,Unknown,Unknown,"MORSE is a specially selected team of scientists, engineers, and software developers who use asymmetric and unconventional approaches to deploy practical solutions that solve difficult multi-disciplinary problems faced by the US National Security Ecosystem.",company,https://www.morsecorp.com/about.html,2024-05-20,0,,0.0,0,0,0,0,0,0,0,7,1,-100.0,50.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,68,cambridge,massachusetts,https://parat.eto.tech/company/6927-morse
Martin Marietta Materials,2407,United States,https://www.martinmarietta.com/,S&P 500,,North America,Mature,Mineral Resources,Martin Marietta Materials supplies the products to build the world around you. They are the nation’s second largest producer of,crunchbase,https://www.crunchbase.com/organization/martin-marietta,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,Raleigh,North Carolina,https://parat.eto.tech/company/2407-martin-marietta-materials
Simon Property Group,2489,United States,http://www.simon.com/,S&P 500,,North America,Mature,Real Estate,Simon Property Group is a commercial real estate company operating on platforms that include regional malls and community/lifestyle centers.,crunchbase,https://www.crunchbase.com/organization/simon-property-group,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,66,Indianapolis,Indiana,https://parat.eto.tech/company/2489-simon-property-group
Bio-Techne,6941,United States,https://www.bio-techne.com/,S&P 500,,North America,Mature,Unknown,"Bio-Techne Corporation develops, manufactures and sells life science reagents, instruments and services for the research, diagnostic, and bioprocessing markets.",wikipedia,https://en.wikipedia.org/wiki/Bio-Techne,2024-06-04,0,,0.0,0,0,0,0,0,0,0,33,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,65,Minneapolis,Minnesota,https://parat.eto.tech/company/6941-bio-techne
BlackSky Global,6924,United States,https://www.blacksky.com/,,,North America,Unknown,Unknown,,,,,1,,16.7,0,0,1,0,0,0,0,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,seattle,washington,https://parat.eto.tech/company/6924-blacksky-global
Mitsubishi,786,Japan,http://www.mitsubishicorp.com/,,,Asia,Mature,Industrial & Commercial Services,Mitsubishi Corporation is Japan's largest trading company and a member of the Mitsubishi keiretsu.,crunchbase,https://www.crunchbase.com/organization/mitsubishi-corporation,2024-05-16,1063,7.727416724901001,11.2,94,34083,251,80,356,37,16,9490,1164,40.352634742536566,1.4,584,85838,1,17,60,3,0,5,103,1,137,31,0,2,3,285,67,35,5,138,113,79,168,349,0,30,3,158,52,0,70,1,65,Tokyo,Kantō,https://parat.eto.tech/company/786-mitsubishi
Targa Resources,6982,United States,https://www.targaresources.com/,S&P 500,,North America,Mature,Unknown,"Targa Resources Corp. is a Fortune 500 company based in Houston, Texas. Targa, a midstream energy infrastructure corporation, is one of the largest infrastructure companies delivering natural gas and natural gas liquids in the United States. Their operations are based largely, though not entirely, on the Gulf Coast, particularly in Texas and Louisiana. Matthew J. Meloy has been Chief Executive Officer since 2020.",wikipedia,https://en.wikipedia.org/wiki/Targa_Resources,2024-06-04,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,Houston,Texas,https://parat.eto.tech/company/6982-targa-resources
Amphenol,2214,United States,https://www.amphenol.com/,S&P 500,,North America,Mature,Technology Equipment,"Amphenol is a supplier of connectors, sensors, and interconnect systems.",crunchbase,https://www.crunchbase.com/organization/amphenol-corporation,2024-05-16,0,,0.0,0,0,0,0,0,0,0,68,1,,0.0,1,2669,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,4,64,Wallingford,Connecticut,https://parat.eto.tech/company/2214-amphenol
4Thparadigm,3,China,https://www.4paradigm.com/,,,Asia,Mature,Unknown,4Paradigm is an AI tech firm that helps enterprises improve work efficiency while reducing risk and achieving greater commercial value.,crunchbase,https://www.crunchbase.com/organization/4paradigm,2024-05-16,86,20.628019323671495,72.9,40,4662,14,6,0,2,0,118,351,129.057859703021,56.5,151,621,1,17,50,2,0,0,1,4,9,5,0,0,2,204,0,14,0,12,5,17,14,1,1,12,4,1,34,0,3,26,63,Beijing,Beijing ,https://parat.eto.tech/company/3-4thparadigm
Stability AI,6902,United Kingdom,https://stability.ai/,GenAI Contenders,,Europe,Unknown,Unknown,"Stability AI is the world’s leading open source generative AI company. We deliver breakthrough, open-access AI models with minimal resource requirements in imaging, language, code and audio.",company,https://stability.ai/about,2024-05-20,10,,83.3,7,367,7,1,0,0,1,12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,62,london,,https://parat.eto.tech/company/6902-stability-ai
Monster Beverage,2419,United States,http://monsterbevcorp.com/,S&P 500,,North America,Mature,Food & Beverages,Monster Beverage Corporation is a holding company.,crunchbase,https://www.crunchbase.com/organization/monster-beverage-corporation,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,62,Corona,California,https://parat.eto.tech/company/2419-monster-beverage
Invitation Homes,6966,United States,https://www.invitationhomes.com/,S&P 500,,North America,Mature,Unknown,"Invitation Homes Inc. is a public company traded on the New York Stock Exchange. It is headquartered in the Comerica Bank Tower in Dallas, Texas. Dallas B. Tanner is chief executive officer. As of 2017, the company was reportedly the largest owner of single-family rental homes in the United States. As of December 2022, the company owned about 83,000 rental homes in 16 markets.",wikipedia,https://en.wikipedia.org/wiki/Invitation_Homes,2024-06-04,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,62,Dallas,Texas,https://parat.eto.tech/company/6966-invitation-homes
Avalonbay Communities,2226,United States,https://www.avaloncommunities.com/,S&P 500,,North America,Mature,Real Estate,AvalonBay Communities is a real estate investment company,crunchbase,https://www.crunchbase.com/organization/avalonbay,2024-05-16,1,-100.0,50.0,0,11,0,0,0,1,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,61,Arlington,Virginia,https://parat.eto.tech/company/2226-avalonbay-communities
Edison International,2300,United States,https://www.edison.com/,S&P 500,,North America,Mature,Utilities,Edison International is a generator and distributor of electric power and an investor in infrastructure and energy assets.,crunchbase,https://www.crunchbase.com/organization/edison-international,2024-05-16,9,16.666666666666668,3.1,0,61,0,0,2,0,0,295,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,59,Rosemead,California,https://parat.eto.tech/company/2300-edison-international
Helmerich & Payne,2350,United States,http://www.hpinc.com/,,,North America,Mature,Energy - Fossil Fuels,"Helmerich & Payne, Inc. is a contract drilling company which engaged primarily in the drilling of oil and gas wells for exploration.",crunchbase,https://www.crunchbase.com/organization/helmerich-payne,2024-05-16,0,,0.0,0,0,0,0,0,0,0,2,1,,2.9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,58,Tulsa,Oklahoma,https://parat.eto.tech/company/2350-helmerich-payne
Idex Corporation,2362,United States,http://www.idexcorp.com/,S&P 500,,North America,Mature,Industrial Goods,"IDEX is a publicly-traded company providing development, design, and manufacturing of fluidics systems and specialty engineered products.",crunchbase,https://www.crunchbase.com/organization/idex-corp,2024-05-16,2,-100.0,3.1,0,41,1,0,1,0,0,65,1,,0.4,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,58,Lake Forest,Illinois,https://parat.eto.tech/company/2362-idex-corporation
Rebellion Defense,6929,United States,https://rebelliondefense.com/,,,North America,Unknown,Unknown,,,,,0,,0.0,0,0,0,0,0,0,0,1,1,,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,6,56,washington,district of columbia,https://parat.eto.tech/company/6929-rebellion-defense
Bitmain Technologies,43,China,https://www.bitmain.com/,,,Asia,Growth,Financial Technology (Fintech) & Infrastructure,Bitmain is a design and manufacture of high performance computing chips and software.,crunchbase,https://www.crunchbase.com/organization/bitmain,2024-05-16,3,-100.0,50.0,1,7,1,0,0,0,0,6,20,-88.88888888888889,3.7,11,543,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,56,Beijing,Beijing ,https://parat.eto.tech/company/43-bitmain-technologies
Public Storage,2465,United States,https://www.publicstorage.com/,S&P 500,,North America,Mature,Real Estate,Public Storage is an ideal choice for both commercial and household self-storage needs.,crunchbase,https://www.crunchbase.com/organization/public-storage,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,Glendale,California,https://parat.eto.tech/company/2465-public-storage
Equity Residential,2307,United States,http://www.equityapartments.com/,S&P 500,,North America,Mature,Real Estate,Equity Residential (EQR) is a real estate investment trust (REIT).,crunchbase,https://www.crunchbase.com/organization/equity-residential,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,51,Chicago,Illinois,https://parat.eto.tech/company/2307-equity-residential
Synthesia,6908,United Kingdom,https://www.synthesia.io,GenAI Contenders,,Europe,Unknown,Unknown,"Synthesia is a synthetic media generation company that develops software used to create AI generated video content. It is based in London, England.",wikipedia,https://en.wikipedia.org/wiki/Synthesia_(company),2024-05-20,1,-100.0,100.0,0,10,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,london,,https://parat.eto.tech/company/6908-synthesia
Tamr,243,United States,http://www.tamr.com/,,,North America,Growth,Software & IT Services,Tamr offers an enterprise-grade data unification platform that allows organizations to consolidate and streamline their data operations.,crunchbase,https://www.crunchbase.com/organization/tamr,2024-05-16,0,,0.0,0,0,0,0,0,0,0,6,5,-50.0,35.7,5,14,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,47,Cambridge,Massachusetts,https://parat.eto.tech/company/243-tamr
Church & Dwight,2257,United States,https://churchdwight.com/,S&P 500,,North America,Mature,Personal & Household Products & Services,"Church & Dwight Co., Inc. develops, manufactures and markets a range of household, personal care and specialty products.",crunchbase,https://www.crunchbase.com/organization/church-dwight-co-inc,2024-05-16,0,,0.0,0,0,0,0,0,0,0,83,1,,0.4,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,46,Ewing Township,New Jersey,https://parat.eto.tech/company/2257-church-dwight
